,fighter,salary,year
4003,Thibault Gouti,"$33,000 ",2018
4004,Dong Hyun Ma,"$32,000 ",2018
4005,Francimar Barroso,"$32,000 ",2018
4006,Ion Cutelaba,"$32,000 ",2018
4007,Matt Frevola,"$32,000 ",2018
4008,Ricardo Ramos,"$31,500 ",2018
4009,Sarah Moras,"$31,500 ",2018
4010,Daichi Abe,"$31,000 ",2018
4011,Emil Meek,"$31,000 ",2018
4012,Humberto Bandenay,"$31,000 ",2018
4013,Joseph Morales,"$31,000 ",2018
4014,Marcelo Golm,"$31,000 ",2018
4015,Matt Bessette,"$31,000 ",2018
4016,Nikita Krylov,"$31,000 ",2018
4017,Syuri Kondo,"$31,000 ",2018
4018,Chas Skelly,"$30,000 ",2018
4019,Adam Milstead,"$29,500 ",2018
4020,Brad Scott,"$29,000 ",2018
4021,Joby Sanchez,"$29,000 ",2018
4022,Marc Diakiese,"$29,000 ",2018
4023,Mike Santiago,"$29,000 ",2018
4024,Kevin Aguilar,"$28,500 ",2018
4025,Godofredo Pepey,"$28,000 ",2018
4026,Maryna Moroz,"$28,000 ",2018
4027,Matt Schnell,"$28,000 ",2018
4028,Danny Henry,"$27,500 ",2018
4029,Juan Adams,"$27,500 ",2018
4030,Luke Jumeau,"$27,500 ",2018
4031,Lyman Good,"$27,500 ",2018
4032,Montana De La Rosa,"$27,500 ",2018
4033,Craig White,"$27,000 ",2018
4034,John Phillips,"$27,000 ",2018
4035,Kalindra Faria,"$27,000 ",2018
4036,Russell Doane,"$27,000 ",2018
4037,Terrion Ware,"$27,000 ",2018
4038,Tim Williams,"$27,000 ",2018
4039,Dwight Grant,"$24,500 ",2018
4040,Justin Scoggins,"$24,000 ",2018
4041,Marvin Vettori,"$24,000 ",2018
4042,Abu Azaitar,"$23,500 ",2018
4043,Augusto Sakai,"$23,500 ",2018
4044,Bobby Moffett,"$23,500 ",2018
4045,Bryce Mitchell,"$23,500 ",2018
4046,Damir Ismagulov,"$23,500 ",2018
4047,Darko Stosic,"$23,500 ",2018
4048,Devonte Smith,"$23,500 ",2018
4049,Dmitry Sosnovskiy,"$23,500 ",2018
4050,Edmen Shahbazyan,"$23,500 ",2018
4051,Emily Whitmire,"$23,500 ",2018
4052,Ian Heinisch,"$23,500 ",2018
4053,Jesus Pinedo,"$23,500 ",2018
4054,Jimmy Crute,"$23,500 ",2018
4055,Khalid Murtazaliev,"$23,500 ",2018
4056,Leah Letson,"$23,500 ",2018
4057,Livinha Souza,"$23,500 ",2018
4058,Maurice Greene,"$23,500 ",2018
4059,Maycee Barber,"$23,500 ",2018
4060,Mayra Bueno Silva,"$23,500 ",2018
4061,Mike Jackson,"$23,500 ",2018
4062,Muslim Salikhov,"$23,500 ",2018
4063,Ryan Spann,"$23,500 ",2018
4064,Said Nurmagomedov,"$23,500 ",2018
4065,Wu Yanan,"$23,500 ",2018
4066,Peter Sobotta,"$23,000 ",2018
4067,Randy Brown,"$23,000 ",2018
4068,Vitor Miranda,"$23,000 ",2018
4069,Artem Lobov,"$22,000 ",2018
4070,Juliana Lima,"$22,000 ",2018
4071,Ray Borg,"$22,000 ",2018
4072,Johnny Eduardo,"$21,000 ",2018
4073,Luis Henrique,"$21,000 ",2018
4074,Albert Morales,"$20,000 ",2018
4075,Jose Quinonez,"$20,000 ",2018
4076,Justin Ledet,"$20,000 ",2018
4077,Mark Godbeer,"$20,000 ",2018
4078,Matheus Nicolau,"$20,000 ",2018
4079,Bec Rawlings,"$19,000 ",2018
4080,Damian Stasiak,"$19,000 ",2018
4081,Damien Brown,"$19,000 ",2018
4082,Darrell Horcher,"$19,000 ",2018
4083,Eric Spicely,"$19,000 ",2018
4084,Jon Tuck,"$19,000 ",2018
4085,Jay Cucciniello,"$18,500 ",2018
4086,Joe Giannetti,"$18,500 ",2018
4087,Justin Frazier,"$18,500 ",2018
4088,Pannie Kianzad,"$18,500 ",2018
4089,Alberto Mina,"$18,000 ",2018
4090,Alexa Grasso,"$18,000 ",2018
4091,Cyril Asker,"$18,000 ",2018
4092,Jack Marshman,"$18,000 ",2018
4093,Jeremy Kennedy,"$18,000 ",2018
4094,Jeremy Kimball,"$18,000 ",2018
4095,Justine Kish,"$18,000 ",2018
4096,Shinsho Anzai,"$18,000 ",2018
4097,Viviane Pereira,"$18,000 ",2018
4098,Gadzhimurad Antigulov,"$17,500 ",2018
4099,Mara Romero Borella,"$17,500 ",2018
4100,Lauren Murphy,"$17,000 ",2018
4101,Alex Chambers,"$16,000 ",2018
4102,Alvaro Herrera Mendoza,"$16,000 ",2018
4103,Davey Grant,"$16,000 ",2018
4104,Diego Rivas,"$16,000 ",2018
4105,Jenel Lausa,"$16,000 ",2018
4106,Luan Chagas,"$16,000 ",2018
4107,Patrick Williams,"$16,000 ",2018
4108,Bevon Lewis,"$15,500 ",2018
4109,Dan Moret,"$15,500 ",2018
4110,Daniel Spitz,"$15,500 ",2018
4111,Felipe Silva,"$15,500 ",2018
4112,Gina Mazany,"$15,500 ",2018
4113,Hu Yaozong,"$15,500 ",2018
4114,James Bochniak,"$15,500 ",2018
4115,Jamie Moyle,"$15,500 ",2018
4116,Jessin Ayari,"$15,500 ",2018
4117,Jordan Griffin,"$15,500 ",2018
4118,Julian Erosa,"$15,500 ",2018
4119,Junior Albini,"$15,500 ",2018
4120,Naoki Inoue,"$15,500 ",2018
4121,Rachael Ostovich,"$15,500 ",2018
4122,Sabah Homasi,"$15,500 ",2018
4123,Shana Dobson,"$15,500 ",2018
4124,Sultan Aliev,"$15,500 ",2018
4125,Henry Briones,"$14,000 ",2018
4126,Adam Yandiev,"$13,500 ",2018
4127,Alex Gorgees,"$13,500 ",2018
4128,Allan Zuniga,"$13,500 ",2018
4129,Anderson Dos Santos,"$13,500 ",2018
4130,Barb Honchak,"$13,500 ",2018
4131,Brian Camozzi,"$13,500 ",2018
4132,Chance Rencountre,"$13,500 ",2018
4133,Chris Fishgold,"$13,500 ",2018
4134,Chris Gutierrez,"$13,500 ",2018
4135,Daniel Teymur,"$13,500 ",2018
4136,Hannah Cifers,"$13,500 ",2018
4137,Jalin Turner,"$13,500 ",2018
4138,Jennifer Maia,"$13,500 ",2018
4139,Jodie Esquibel,"$13,500 ",2018
4140,Jonathan Martinez,"$13,500 ",2018
4141,Julija Stoliarenko,"$13,500 ",2018
4142,Khalid Taha,"$13,500 ",2018
4143,Kyle Nelson,"$13,500 ",2018
4144,Luigi Vendramini,"$13,500 ",2018
4145,Maia Stevenson,"$13,500 ",2018
4146,Marina Rodriguez,"$13,500 ",2018
4147,Martin Day,"$13,500 ",2018
4148,Matt Sayles,"$13,500 ",2018
4149,Melinda Fabian,"$13,500 ",2018
4150,Michel Batista,"$13,500 ",2018
4151,Oliver Enkamp,"$13,500 ",2018
4152,Priscila Cachoeira,"$13,500 ",2018
4153,Richie Smullen,"$13,500 ",2018
4154,Rob Wilkinson,"$13,500 ",2018
4155,Salim Touahri,"$13,500 ",2018
4156,Saparbeg Safarov,"$13,500 ",2018
4157,Sergei Pavlovich,"$13,500 ",2018
4158,Stefan Sekulic,"$13,500 ",2018
4159, Sumudaerji,"$13,500 ",2018
4160,Suman Mokhtarian,"$13,500 ",2018
4161,Te Edwards,"$13,500 ",2018
4162,Thiago Moises,"$13,500 ",2018
4163,Tyler Diamond,"$13,500 ",2018
4164,Vince Morales,"$13,500 ",2018
4165,Wuliji Buren,"$13,500 ",2018
4166,Julian Marquez,"$11,900 ",2018
4167,Jin Soo Son,"$11,500 ",2018
4168,Molly McCann,"$11,500 ",2018
4169,Khabib Nurmagomedov,"$6,090,000 ",2019
4170,Alistair Overeem,"$1,730,000 ",2019
4171,Donald Cerrone,"$1,300,000 ",2019
4172,Anderson Silva,"$1,290,000 ",2019
4173,Max Holloway,"$1,220,000 ",2019
4174,Israel Adesanya,"$1,098,000 ",2019
4175,Amanda Nunes,"$1,080,000 ",2019
4176,Jon Jones,"$1,080,000 ",2019
4177,Jorge Masvidal,"$1,032,000 ",2019
4178,Kamaru Usman,"$970,000 ",2019
4179,Andrei Arlovski,"$960,000 ",2019
4180,Henry Cejudo,"$880,000 ",2019
4181,Junior dos Santos,"$880,000 ",2019
4182,Ben Askren,"$830,500 ",2019
4183,Jose Aldo,"$830,000 ",2019
4184,Stipe Miocic,"$830,000 ",2019
4185,Nate Diaz,"$790,000 ",2019
4186,Charles Oliveira,"$760,000 ",2019
4187,Glover Teixeira,"$710,000 ",2019
4188,Colby Covington,"$680,000 ",2019
4189,Urijah Faber,"$680,000 ",2019
4190,Demian Maia,"$638,000 ",2019
4191,Dustin Poirier,"$620,000 ",2019
4192,Justin Gaethje,"$609,000 ",2019
4193,Greg Hardy,"$573,500 ",2019
4194,Marlon Moraes,"$567,000 ",2019
4195,Thiago Santos,"$560,000 ",2019
4196,Valentina Shevchenko,"$560,000 ",2019
4197,Daniel Cormier,"$540,000 ",2019
4198,Tyron Woodley,"$540,000 ",2019
4199,Anthony Pettis,"$535,000 ",2019
4200,Francis Ngannou,"$525,000 ",2019
4201,Frankie Edgar,"$505,000 ",2019
4202,Derrick Lewis,"$500,000 ",2019
4203,Volkan Oezdemir,"$500,000 ",2019
4204,Anthony Smith,"$499,000 ",2019
4205,Vicente Luque,"$490,000 ",2019
4206,Cain Velasquez,"$460,000 ",2019
4207,Jim Miller,"$460,000 ",2019
4208,Ronaldo ‘Jacare’ Souza,"$450,000 ",2019
4209,Petr Yan,"$441,000 ",2019
4210,Robbie Lawler,"$440,000 ",2019
4211,Robert Whittaker,"$440,000 ",2019
4212,Stephen Thompson,"$430,000 ",2019
4213,Alexander Volkanovski,"$420,000 ",2019
4214,Joseph Benavidez,"$400,000 ",2019
4215,Kelvin Gastelum,"$394,000 ",2019
4216,Diego Sanchez,"$391,000 ",2019
4217,Mike Perry,"$383,000 ",2019
4218,Dan Hooker,"$380,000 ",2019
4219,Rafael dos Anjos,"$380,000 ",2019
4220,T.J. Dillashaw,"$380,000 ",2019
4221,Jessica Andrade,"$370,000 ",2019
4222,Marlon Vera,"$366,000 ",2019
4223,Cub Swanson,"$360,000 ",2019
4224,Ovince Saint Preux,"$348,000 ",2019
4225,Stefan Struve,"$344,000 ",2019
4226,Chris Weidman,"$335,000 ",2019
4227,Darren Till,"$331,000 ",2019
4228,Holly Holm,"$330,000 ",2019
4229,Kevin Lee,"$327,000 ",2019
4230,Curtis Blaydes,"$320,000 ",2019
4231,Beneil Dariush,"$319,000 ",2019
4232,Eryk Anders,"$319,000 ",2019
4233,Jan Blachowicz,"$314,000 ",2019
4234,Jeremy Stephens,"$311,000 ",2019
4235,Aljamain Sterling,"$310,000 ",2019
4236,Gilbert Burns,"$306,000 ",2019
4237,Dominick Reyes,"$300,000 ",2019
4238,Derek Brunson,"$298,000 ",2019
4239,Zabit Magomedsharipov,"$289,000 ",2019
4240,Blagoy Ivanov,"$281,000 ",2019
4241,Jared Cannonier,"$280,000 ",2019
4242,Ben Rothwell,"$278,000 ",2019
4243,Walt Harris,"$276,000 ",2019
4244,Johnny Walker,"$272,000 ",2019
4245,Yair Rodriguez,"$270,000 ",2019
4246,Nikita Krylov,"$265,000 ",2019
4247,Ed Herman,"$262,000 ",2019
4248,Jack Hermansson,"$260,000 ",2019
4249,Cory Sandhagen,"$259,500 ",2019
4250,Thiago Alves,"$256,000 ",2019
4251,Omari Akhmedov,"$255,000 ",2019
4252,Carla Esparza,"$252,000 ",2019
4253,Belal Muhammad,"$250,000 ",2019
4254,Irene Aldana,"$246,100 ",2019
4255,Edson Barboza,"$240,000 ",2019
4256,Tony Ferguson,"$235,000 ",2019
4257,Anthony Rocco Martin,"$226,000 ",2019
4258,Germaine de Randamie,"$225,000 ",2019
4259,James Vick,"$225,000 ",2019
4260,Andre Fili,"$224,000 ",2019
4261,Jessica Eye,"$221,600 ",2019
4262,Viviane Araujo,"$221,400 ",2019
4263,Randa Markos,"$220,000 ",2019
4264,Zhang Weili,"$219,500 ",2019
4265,Clay Guida,"$219,000 ",2019
4266,Mauricio ‘Shogun’ Rua,"$215,000 ",2019
4267,Pedro Munhoz,"$214,173 ",2019
4268,Al Iaquinta,"$214,000 ",2019
4269,Misha Cirkunov,"$213,000 ",2019
4270,Alexandre Pantoja,"$211,000 ",2019
4271,Niko Price,"$211,000 ",2019
4272,Gilbert Melendez,"$210,000 ",2019
4273,Luke Rockhold,"$210,000 ",2019
4274,Yoel Romero,"$210,000 ",2019
4275,Chan Sung Jung,"$208,000 ",2019
4276,Paul Felder,"$208,000 ",2019
4277,Geoff Neal,"$207,500 ",2019
4278,Francisco Trinaldo,"$201,000 ",2019
4279,Nik Lentz,"$201,000 ",2019
4280,Macy Chiasson,"$200,500 ",2019
4281,Alex Caceres,"$200,000 ",2019
4282,Michelle Waterson,"$200,000 ",2019
4283,Liz Carmouche,"$199,000 ",2019
4284,Alex Oliveira,"$198,000 ",2019
4285,Josh Emmett,"$198,000 ",2019
4286,Song Yadong,"$198,000 ",2019
4287,Rose Namajunas,"$195,000 ",2019
4288,Aspen Ladd,"$194,500 ",2019
4289,Kron Gracie,"$188,000 ",2019
4290,Raphael Assuncao,"$188,000 ",2019
4291,Cody Garbrandt,"$185,000 ",2019
4292,Corey Anderson,"$184,000 ",2019
4293,Deiveson Figueiredo,"$183,000 ",2019
4294,Gunnar Nelson,"$182,000 ",2019
4295,Angela Hill,"$180,000 ",2019
4296,Matt Brown,"$180,000 ",2019
4297,Paulo Costa,"$174,000 ",2019
4298,Tim Means,"$173,000 ",2019
4299,B.J. Penn,"$170,000 ",2019
4300,Jairzinho Rozenstruik,"$168,500 ",2019
4301,Krzysztof Jotko,"$168,000 ",2019
4302,Paul Craig,"$164,000 ",2019
4303,Bryce Mitchell,"$161,900 ",2019
4304,Jussier Formiga,"$161,000 ",2019
4305,Joe Lauzon,"$160,000 ",2019
4306,Gerald Meerschaert,"$157,000 ",2019
4307,Alexander Volkov,"$155,000 ",2019
4308,Rob Font,"$151,000 ",2019
4309,Warlley Alves,"$148,000 ",2019
4310,Jimmie Rivera,"$146,000 ",2019
4311,Ricardo Ramos,"$145,500 ",2019
4312,Cristiane Justino,"$145,000 ",2019
4313,Islam Makhachev,"$144,000 ",2019
4314,Karl Roberson,"$142,000 ",2019
4315,Matt Schnell,"$142,000 ",2019
4316,Michael Johnson,"$142,000 ",2019
4317,Kyung Ho Kang,"$139,000 ",2019
4318,Antonio Rogerio Nogueira,"$138,000 ",2019
4319,Randy Brown,"$136,000 ",2019
4320,Ricky Simon,"$135,500 ",2019
4321,Arnold Allen,"$133,000 ",2019
4322,Ciryl Gane,"$132,500 ",2019
4323,Leon Edwards,"$132,000 ",2019
4324,Cynthia Calvillo,"$130,900 ",2019
4325,Bryan Barberena,"$130,000 ",2019
4326,Jimi Manuwa,"$130,000 ",2019
4327,Joanna Jedrzejczyk,"$130,000 ",2019
4328,Sam Alvey,"$130,000 ",2019
4329,Uriah Hall,"$130,000 ",2019
4330,Tristan Connelly,"$125,900 ",2019
4331,Renan Barao,"$125,400 ",2019
4332,Dwight Grant,"$123,000 ",2019
4333,Louis Smolka,"$122,000 ",2019
4334,James Krause,"$120,000 ",2019
4335,Michal Oleksiejczuk,"$119,000 ",2019
4336,Antonina Shevchenko,"$117,000 ",2019
4337,Khalil Rountree Jr.. Jr,"$117,000 ",2019
4338,Darren Stewart,"$116,400 ",2019
4339,Court McGee,"$116,000 ",2019
4340,Makwan Amirkhani,"$116,000 ",2019
4341,Kevin Holland,"$115,500 ",2019
4342,Calvin Kattar,"$115,000 ",2019
4343,Enrique Barzola,"$115,000 ",2019
4344,Zak Cummings,"$115,000 ",2019
4345,Michael Chiesa,"$114,000 ",2019
4346,Steven Peterson,"$113,100 ",2019
4347,Scott Holtzman,"$112,200 ",2019
4348,Magomed Ankalaev,"$111,500 ",2019
4349,Rustam Khabilov,"$111,200 ",2019
4350,Joanne Wood,"$111,000 ",2019
4351,Cody Stamann,"$110,000 ",2019
4352,Marc Diakiese,"$110,000 ",2019
4353,Megan Anderson,"$110,000 ",2019
4354,Shane Burgos,"$110,000 ",2019
4355,Jonathan Martinez,"$109,000 ",2019
4356,Alexander Hernandez,"$108,500 ",2019
4357,Roxanne Modafferi,"$108,200 ",2019
4358,Aleksandar Rakic,"$108,000 ",2019
4359,Claudia Gadelha,"$107,000 ",2019
4360,Muslim Salikhov,"$105,500 ",2019
4361,Edmen Shahbazyan,"$105,000 ",2019
4362,Antonio Carlos Junior,"$104,000 ",2019
4363,Devonte Smith,"$104,000 ",2019
4364,Drew Dober,"$104,000 ",2019
4365,Luke Sanders,"$103,600 ",2019
4366,Alexa Grasso,"$103,000 ",2019
4367,John Makdessi,"$103,000 ",2019
4368,Leonardo Santos,"$103,000 ",2019
4369,Li Jingliang,"$103,000 ",2019
4370,Yana Kunitskaya,"$102,500 ",2019
4371,Andrew Sanchez,"$102,000 ",2019
4372,Hakeem Dawodu,"$102,000 ",2019
4373,Sergio Moraes,"$102,000 ",2019
4374,Montana De La Rosa,"$101,500 ",2019
4375,Alonzo Menifield,"$101,000 ",2019
4376,Grant Dawson,"$101,000 ",2019
4377, Alatengheili,"$101,000 ",2019
4378,Makhmud Muradov,"$101,000 ",2019
4379,Sergei Pavlovich,"$101,000 ",2019
4380,Ben Saunders,"$100,000 ",2019
4381,Ilir Latifi,"$100,000 ",2019
4382,Mickey Gall,"$100,000 ",2019
4383,Charles Rosa,"$99,000 ",2019
4384,Danny Roberts,"$99,000 ",2019
4385,Alex Morono,"$98,000 ",2019
4386,Max Griffin,"$97,000 ",2019
4387,Molly McCann,"$95,000 ",2019
4388,Lina Lansberg,"$94,000 ",2019
4389,Marcin Tybura,"$94,000 ",2019
4390,Diego Ferreira,"$93,800 ",2019
4391,Alejandro Perez,"$92,500 ",2019
4392,John Phillips,"$92,500 ",2019
4393,Brandon Davis,"$92,000 ",2019
4394,Tim Boetsch,"$92,000 ",2019
4395,Gillian Robertson,"$91,000 ",2019
4396,Paige VanZant,"$91,000 ",2019
4397,Alexis Davis,"$90,000 ",2019
4398,Katlyn Chookagian,"$90,000 ",2019
4399,Andrea Lee,"$89,000 ",2019
4400,Brandon Moreno,"$88,000 ",2019
4401,Kai Kara-France,"$88,000 ",2019
4402,Veronica Macedo,"$87,500 ",2019
4403,Arman Tsarukyan,"$87,000 ",2019
4404,Charles Jourdain,"$87,000 ",2019
4405,Lucie Pudilova,"$87,000 ",2019
4406,Mario Bautista,"$87,000 ",2019
4407,Deron Winn,"$86,600 ",2019
4408,Michel Pereira,"$86,600 ",2019
4409,Sijara Eubanks,"$85,500 ",2019
4410,Ian Heinisch,"$85,000 ",2019
4411,Julianna Pena,"$85,000 ",2019
4412,Nordine Taleb,"$85,000 ",2019
4413,Marina Rodriguez,"$83,100 ",2019
4414,Bethe Correia,"$82,900 ",2019
4415,Aleksei Oleinik,"$82,000 ",2019
4416,Darren Elkins,"$82,000 ",2019
4417,Dhiego Lima,"$82,000 ",2019
4418,Magomed Mustafaev,"$82,000 ",2019
4419,Nasrat Haqparast,"$82,000 ",2019
4420,Tecia Torres,"$82,000 ",2019
4421,Nathaniel Wood,"$81,500 ",2019
4422,Bobby Moffett,"$81,000 ",2019
4423,Maycee Barber,"$81,000 ",2019
4424,Stevie Ray,"$81,000 ",2019
4425,Maurice Greene,"$79,000 ",2019
4426,Elizeu Zaleski dos Santos,"$78,000 ",2019
4427,Khama Worthy,"$77,500 ",2019
4428,Ray Borg,"$77,400 ",2019
4429,Eddie Wineland,"$77,000 ",2019
4430,Roosevelt Roberts,"$77,000 ",2019
4431,Ismail Naurdiev,"$76,500 ",2019
4432,Ion Cutelaba,"$76,000 ",2019
4433,Ross Pearson,"$76,000 ",2019
4434,Sergio Pettis,"$76,000 ",2019
4435,Luis Pena,"$75,900 ",2019
4436,Dennis Bermudez,"$75,000 ",2019
4437,Ricardo Lamas,"$75,000 ",2019
4438,Ryan Hall,"$74,000 ",2019
4439,Brad Riddell,"$73,500 ",2019
4440,David Zawada,"$73,500 ",2019
4441,Jack Shore,"$73,500 ",2019
4442,Ottman Azaitar,"$73,500 ",2019
4443,Yorgan De Castro,"$73,500 ",2019
4444,Alexander Gustafsson,"$73,000 ",2019
4445,Gian Villante,"$73,000 ",2019
4446,Manny Bermudez,"$72,700 ",2019
4447,Gregor Gillespie,"$72,000 ",2019
4448,JJ Aldrich,"$72,000 ",2019
4449,Shamil Abdurakhimov,"$72,000 ",2019
4450,Brad Tavares,"$71,000 ",2019
4451,Claudio Silva,"$71,000 ",2019
4452,Jennifer Maia,"$70,800 ",2019
4453,Desmond Green,"$70,000 ",2019
4454,Matt Wiman,"$70,000 ",2019
4455,Rani Yahya,"$70,000 ",2019
4456,Curtis Millender,"$69,500 ",2019
4457,Dooho Choi,"$69,000 ",2019
4458,Eric Spicely,"$69,000 ",2019
4459,Marco Polo Reyes,"$69,000 ",2019
4460,Julio Arce,"$68,000 ",2019
4461,Renato Moicano,"$68,000 ",2019
4462,Raoni Barcelos,"$67,500 ",2019
4463,Christos Giagos,"$66,000 ",2019
4464,Jake Matthews,"$66,000 ",2019
4465,Jack Marshman,"$65,200 ",2019
4466,David Branch,"$65,000 ",2019
4467,John Lineker,"$64,000 ",2019
4468,Tatiana Suarez,"$64,000 ",2019
4469,Danaa Batgerel,"$63,500 ",2019
4470,Jamie Mullarkey,"$63,500 ",2019
4471,Jin Soo Son,"$63,500 ",2019
4472,Casey Kenney,"$62,600 ",2019
4473,Brad Katona,"$61,500 ",2019
4474,Drakkar Klose,"$61,000 ",2019
4475,Raquel Pennington,"$61,000 ",2019
4476,Alexander Yakovlev,"$60,000 ",2019
4477,Chas Skelly,"$60,000 ",2019
4478,Dan Ige,"$60,000 ",2019
4479,Devin Clark,"$60,000 ",2019
4480,Karolina Kowalkiewicz,"$60,000 ",2019
4481,Lando Vannata,"$60,000 ",2019
4482,Dong Hyun Ma,"$59,800 ",2019
4483,Ariane Lipski,"$59,500 ",2019
4484,Daniel Teymur,"$59,500 ",2019
4485,Sodiq Yusuff,"$59,500 ",2019
4486,Augusto Sakai,"$59,000 ",2019
4487,Damir Ismagulov,"$59,000 ",2019
4488,Hannah Cifers,"$59,000 ",2019
4489,Jared Gordon,"$59,000 ",2019
4490,Ryan Spann,"$59,000 ",2019
4491,Erik Koch,"$58,000 ",2019
4492,Jose Quinonez,"$58,000 ",2019
4493,Davi Ramos,"$57,000 ",2019
4494,Cezar Ferreira,"$55,000 ",2019
4495,Cortney Casey,"$55,000 ",2019
4496,Rogerio Bontorin,"$54,400 ",2019
4497,Andre Soukhamthath,"$54,000 ",2019
4498,Damir Hadzovic,"$54,000 ",2019
4499,John Dodson,"$54,000 ",2019
4500,Poliana Botelho,"$54,000 ",2019
4501,Alan Jouban,"$53,000 ",2019
4502,Ashley Yoder,"$53,000 ",2019
4503,Markus Perez,"$52,000 ",2019
4504,Chase Hooper,"$51,500 ",2019
4505,Mara Romero Borella,"$51,500 ",2019
4506,Matt Frevola,"$51,500 ",2019
4507,Amanda Ribas,"$51,000 ",2019
4508,Chris Gutierrez,"$51,000 ",2019
4509,Da-Un Jung,"$51,000 ",2019
4510,Maryna Moroz,"$51,000 ",2019
4511,Movsar Evloev,"$51,000 ",2019
4512,Klidson Abreu,"$50,500 ",2019
4513,SeungWoo Choi,"$50,500 ",2019
4514,Alessio Di Chirico,"$50,000 ",2019
4515,Elias Theodorou,"$50,000 ",2019
4516,Lyman Good,"$50,000 ",2019
4517,Sheymon Moraes,"$50,000 ",2019
4518,Marvin Vettori,"$49,000 ",2019
4519,Khalid Taha,"$48,600 ",2019
4520,Alex Perez,"$48,000 ",2019
4521,Dustin Ortiz,"$48,000 ",2019
4522,Mike Rodriguez,"$47,500 ",2019
4523,Benito Lopez,"$47,200 ",2019
4524,Douglas Silva de Andrade,"$47,000 ",2019
4525,Frank Camacho,"$47,000 ",2019
4526,Livinha Souza,"$47,000 ",2019
4527,Myles Jury,"$46,000 ",2019
4528,Andre Ewell,"$45,500 ",2019
4529,Emily Whitmire,"$45,500 ",2019
4530,Gabriel Benitez,"$45,000 ",2019
4531,Jimmy Crute,"$45,000 ",2019
4532,Kevin Aguilar,"$45,000 ",2019
4533,Laureano Staropoli,"$45,000 ",2019
4534,Marvin Vettori,"$45,000 ",2019
4535,Said Nurmagomedov,"$45,000 ",2019
4536,Takashi Sato,"$45,000 ",2019
4537,Vince Morales,"$45,000 ",2019
4538,Trevor Smith,"$44,000 ",2019
4539,Wilson Reis,"$44,000 ",2019
4540,Sarah Moras,"$43,400 ",2019
4541,Chance Rencountre,"$43,000 ",2019
4542,Mike Davis,"$43,000 ",2019
4543,Mirsad Bektic,"$43,000 ",2019
4544,Pannie Kianzad,"$43,000 ",2019
4545,Randy Costa,"$43,000 ",2019
4546,Virna Jandiroba,"$43,000 ",2019
4547,Wellington Turman,"$43,000 ",2019
4548,Yancy Medeiros,"$43,000 ",2019
4549,Alex White,"$42,000 ",2019
4550,Justin Willis,"$42,000 ",2019
4551,Oskar Piechota,"$42,000 ",2019
4552,Anthony Hernandez,"$41,000 ",2019
4553,Felicia Spencer,"$41,000 ",2019
4554,Joel Alvarez,"$41,000 ",2019
4555,Mark De La Rosa,"$41,000 ",2019
4556,Tai Tuivasa,"$41,000 ",2019
4557,Vinc Pichel,"$41,000 ",2019
4558,Jeff Hughes,"$40,500 ",2019
4559,Marc-Andre Barriault,"$40,500 ",2019
4560,Vinicius Moreira,"$40,500 ",2019
4561,Bobby Green,"$40,000 ",2019
4562,Tim Elliott,"$40,000 ",2019
4563,Trevin Giles,"$39,500 ",2019
4564,Allen Crowder,"$39,000 ",2019
4565,Chris Fishgold,"$39,000 ",2019
4566,Cole Smith,"$39,000 ",2019
4567,Dalcha Lungiambula,"$39,000 ",2019
4568,Geraldo de Freitas,"$39,000 ",2019
4569,Jalin Turner,"$39,000 ",2019
4570,Jordan Espinosa,"$39,000 ",2019
4571,Eduardo Garagorri,"$39,000 ",2019
4572,Miranda Granger,"$39,000 ",2019
4573,Sergey Khandozhko,"$39,000 ",2019
4574,Tanner Boser,"$39,000 ",2019
4575,Thiago Moises,"$39,000 ",2019
4576,Ji Yeon Kim,"$38,000 ",2019
4577,Siyar Bahadurzada,"$38,000 ",2019
4578,Alex Da Silva,"$37,000 ",2019
4579,Austin Hubbard,"$37,000 ",2019
4580,Callan Potter,"$37,000 ",2019
4581,Felipe Colares,"$37,000 ",2019
4582,Junyong Park,"$37,000 ",2019
4583,Kennedy Nzechukwu,"$37,000 ",2019
4584,Ketlen Vieira,"$37,000 ",2019
4585,Kyle Nelson,"$37,000 ",2019
4586,Rafael Fiziev,"$37,000 ",2019
4587,Raphael Pessoa,"$37,000 ",2019
4588,Sabina Mazo,"$37,000 ",2019
4589,Serghei Spivac,"$37,000 ",2019
4590,Matt Sayles,"$36,600 ",2019
4591,Mackenzie Dern,"$36,500 ",2019
4592,Michel Prazeres,"$36,000 ",2019
4593,Yan Xiaonan,"$36,000 ",2019
4594,Pingyuan Liu,"$35,500 ",2019
4595,Ashlee Evans-Smith,"$35,000 ",2019
4596,Frankie Saenz,"$35,000 ",2019
4597,Marion Reneau,"$35,000 ",2019
4598,Nadia Kassem,"$35,000 ",2019
4599,Nicco Montano,"$33,500 ",2019
4600,Tonya Evinger,"$33,500 ",2019
4601,Keita Nakamura,"$33,000 ",2019
4602,Arjan Bhullar,"$32,000 ",2019
4603,Gadzhimurad Antigulov,"$32,000 ",2019
4604,Julian Erosa,"$32,000 ",2019
4605,Junior Albini,"$32,000 ",2019
4606,Olivier Aubin-Mercier,"$32,000 ",2019
4607,Song Kenan,"$32,000 ",2019
4608,Sultan Aliev,"$32,000 ",2019
4609,Aleksandra Albu,"$31,500 ",2019
4610,Lauren Mueller,"$31,500 ",2019
